157	28.6443	28.8835	59	None	None	0	0	-1
158	28.6443	28.8835	65	None	None	0	0	-1
159	28.6443	28.8835	68	None	None	0	0	-1
160	28.8754	29.0927	55	None	None	0	0	-1
161	28.8754	29.0927	58	None	None	0	1	14.244527751064803
162	28.8754	29.0927	63	None	None	0	2	13.084672166078246
163	28.8754	29.1146	67	None	None	0	3	15.446673532345095
164	29.5786	30.2806	68	None	None	0	1	8.412430838592572
165	29.5786	30.3085	75	None	None	0	0	-1
166	29.5786	30.2806	80	None	None	0	0	-1
167	30.2817	30.9907	64	None	None	0	0	-1
168	30.2817	31.0186	68	None	None	0	0	-1
169	30.2817	30.9907	73	None	None	0	0	-1
170	30.2817	30.9907	76	None	None	0	0	-1
171	30.9918	31.6938	61	None	None	0	0	-1
172	30.9918	31.7217	64	None	None	0	0	-1
173	30.9918	31.6938	69	None	None	0	0	-1
174	30.9918	31.6938	73	None	None	0	0	-1
175	31.6949	32.4318	57	None	None	0	0	-1
176	31.6949	32.4318	61	None	None	0	0	-1
177	31.6949	32.4039	66	None	None	0	0	-1
178	31.6949	32.4039	69	None	None	0	0	-1
179	32.4050	32.6223	60	None	None	0	0	-1
180	32.4050	32.6223	63	None	None	0	0	-1
181	32.4050	32.6442	68	None	None	0	0	-1
182	33.1082	33.8381	45	None	None	0	0	-1
183	33.1082	33.8381	49	None	None	0	0	-1
184	33.1082	33.8102	54	None	None	0	0	-1
185	33.1082	33.8102	57	None	None	0	0	-1
186	33.8113	34.0285	44	None	None	0	0	-1
187	33.8113	34.0285	48	None	None	0	0	-1
188	33.8113	34.0285	51	None	None	0	0	-1
189	33.8113	34.0285	56	None	None	0	0	-1
